,doc_index,doc_id,token,bow
2122,114,CB0105ENv1,translate,1
2123,115,GPXX0NHZEN,cloud,1
2124,115,GPXX0NHZEN,data,3
2125,115,GPXX0NHZEN,learn,3
2126,115,GPXX0NHZEN,use,1
2127,115,GPXX0NHZEN,ibm,1
2128,115,GPXX0NHZEN,using,1
2129,115,GPXX0NHZEN,database,2
2130,115,GPXX0NHZEN,project,1
2131,115,GPXX0NHZEN,different,1
2132,115,GPXX0NHZEN,help,1
2133,115,GPXX0NHZEN,relational,3
2134,115,GPXX0NHZEN,sql,1
2135,115,GPXX0NHZEN,table,1
2136,115,GPXX0NHZEN,constraints,3
2137,115,GPXX0NHZEN,db2,1
2138,115,GPXX0NHZEN,establish,1
2139,115,GPXX0NHZEN,identify,2
2140,115,GPXX0NHZEN,model,2
2141,115,GPXX0NHZEN,maintain,1
2142,115,GPXX0NHZEN,tables,2
2143,115,GPXX0NHZEN,relation,1
2144,115,GPXX0NHZEN,keys,3
2145,115,GPXX0NHZEN,inconsistency,1
2146,115,GPXX0NHZEN,integrity,1
2147,115,GPXX0NHZEN,kinds,1
2148,115,GPXX0NHZEN,minimize,1
2149,115,GPXX0NHZEN,normalization,2
2150,115,GPXX0NHZEN,normalizing,1
2151,115,GPXX0NHZEN,record,1
2152,115,GPXX0NHZEN,redundancy,1
2153,115,GPXX0NHZEN,relationship,1
2154,116,CL0101EN,cloud,5
2155,116,CL0101EN,ibm,4
2156,116,CL0101EN,development,1
2157,116,CL0101EN,test,1
2158,116,CL0101EN,get,1
2159,116,CL0101EN,essentials,1
2160,116,CL0101EN,hands,1
2161,116,CL0101EN,experience,1
2162,116,CL0101EN,name,1
2163,116,CL0101EN,changed,1
2164,116,CL0101EN,driven,1
2165,116,CL0101EN,foundry,1
2166,116,CL0101EN,practices,1
2167,117,CO0301EN,apps,2
2168,117,CO0301EN,cloud,3
2169,117,CO0301EN,learn,1
2170,117,CO0301EN,deploy,1
2171,117,CO0301EN,ibm,2
2172,117,CO0301EN,microservices,2
2173,117,CO0301EN,native,1
2174,117,CO0301EN,containers,1
2175,117,CO0301EN,started,1
2176,117,CO0301EN,service,2
2177,117,CO0301EN,help,1
2178,117,CO0301EN,getting,1
2179,117,CO0301EN,istio,3
2180,117,CO0301EN,kubernetes,2
2181,117,CO0301EN,pair,1
2182,118,GPXX0XENEN,ai,1
2183,118,GPXX0XENEN,create,1
2184,118,GPXX0XENEN,learn,1
2185,118,GPXX0XENEN,learning,3
2186,118,GPXX0XENEN,using,1
2187,118,GPXX0XENEN,open,1
2188,118,GPXX0XENEN,algorithm,1
2189,118,GPXX0XENEN,teach,1
2190,118,GPXX0XENEN,play,1
2191,118,GPXX0XENEN,playing,1
2192,118,GPXX0XENEN,agent,1
2193,118,GPXX0XENEN,called,1
2194,118,GPXX0XENEN,difference,1
2195,118,GPXX0XENEN,gym,2
2196,118,GPXX0XENEN,loses,1
2197,118,GPXX0XENEN,openai,1
2198,118,GPXX0XENEN,reinforcement,2
2199,118,GPXX0XENEN,temporal,1
2200,118,GPXX0XENEN,tictactoe,2
2201,119,GPXX0HAAEN,red,1
2202,119,GPXX0HAAEN,deploy,1
2203,119,GPXX0HAAEN,using,2
2204,119,GPXX0HAAEN,microservice,2
2205,119,GPXX0HAAEN,kubernetes,2
2206,119,GPXX0HAAEN,deploying,1
2207,119,GPXX0HAAEN,openshift,1
2208,119,GPXX0HAAEN,operator,1
2209,120,DA0201EN,data,1
2210,120,DA0201EN,take,1
2211,120,DA0201EN,course,1
2212,120,DA0201EN,analysis,1
2213,120,DA0201EN,courses,1
2214,120,DA0201EN,results,1
2215,120,DA0201EN,technical,1
2216,120,DA0201EN,depth,1
2217,120,DA0201EN,demonstrations,1
2218,120,DA0201EN,demos,1
2219,120,DA0201EN,goal,1
2220,120,DA0201EN,inspiring,1
2221,120,DA0201EN,providing,1
2222,120,DA0201EN,showing,1
2223,121,DJ0101EN,data,4
2224,121,DJ0101EN,course,1
2225,121,DJ0101EN,first,1
2226,121,DJ0101EN,tools,1
2227,121,DJ0101EN,skills,1
2228,121,DJ0101EN,free,1
2229,121,DJ0101EN,fundamental,1
2230,121,DJ0101EN,questions,1
2231,121,DJ0101EN,answers,1
2232,121,DJ0101EN,approach,1
2233,121,DJ0101EN,holistic,1
2234,121,DJ0101EN,journalism,4
2235,121,DJ0101EN,presents,1
2236,121,DJ0101EN,steps,1
2237,122,CP0101EN,problems,2
2238,122,CP0101EN,business,2
2239,122,CP0101EN,mathematical,2
2240,122,CP0101EN,optimization,2
2241,123,DB0111EN,training,2
2242,123,DB0111EN,db2,2
2243,123,DB0111EN,academic,2
2244,124,DB0115EN,fundamentals,2
2245,124,DB0115EN,db2,2
2246,124,DB0115EN,ii,2
2247,125,COM001EN,learn,1
2248,125,COM001EN,course,1
2249,125,COM001EN,deploy,1
2250,125,COM001EN,scale,1
2251,125,COM001EN,application,2
2252,125,COM001EN,run,1
2253,125,COM001EN,container,1
2254,125,COM001EN,service,1
2255,125,COM001EN,web,2
2256,125,COM001EN,applications,1
2257,125,COM001EN,walks,1
2258,125,COM001EN,environment,1
2259,125,COM001EN,health,1
2260,125,COM001EN,kubernetes,3
2261,125,COM001EN,domain,1
2262,125,COM001EN,scalable,1
2263,125,COM001EN,monitor,1
2264,125,COM001EN,bind,1
2265,125,COM001EN,created,1
2266,125,COM001EN,custom,1
2267,125,COM001EN,mini,1
2268,125,COM001EN,scaffold,1
2269,126,DA0151EN,data,5
2270,126,DA0151EN,course,1
2271,126,DA0151EN,using,3
2272,126,DA0151EN,analysis,4
2273,126,DA0151EN,analyzing,1
2274,126,DA0151EN,performing,1
2275,126,DA0151EN,r,4
2276,126,DA0151EN,structured,1
2277,126,DA0151EN,open,1
2278,126,DA0151EN,teaches,1
2279,126,DA0151EN,source,1
2280,126,DA0151EN,language,2
2281,126,DA0151EN,perform,1
2282,126,DA0151EN,focus,1
2283,126,DA0151EN,unstructured,2
2284,126,DA0151EN,files,1
2285,126,DA0151EN,ideal,1
2286,126,DA0151EN,powerful,1
2287,127,DB0151EN,data,1
2288,127,DB0151EN,course,1
2289,127,DB0151EN,using,2
2290,127,DB0151EN,creating,1
2291,127,DB0151EN,database,2
2292,127,DB0151EN,get,1
2293,127,DB0151EN,started,1
2294,127,DB0151EN,service,1
2295,127,DB0151EN,databases,1
2296,127,DB0151EN,picture,1
2297,127,DB0151EN,provide,1
2298,127,DB0151EN,providing,1
2299,127,DB0151EN,account,1
2300,127,DB0151EN,additional,1
2301,127,DB0151EN,benefits,1
2302,127,DB0151EN,cloudant,2
2303,127,DB0151EN,conclude,1
2304,127,DB0151EN,continue,1
2305,127,DB0151EN,dbaas,1
2306,127,DB0151EN,education,1
2307,127,DB0151EN,fits,1
2308,127,DB0151EN,landscape,1
2309,127,DB0151EN,loading,1
2310,127,DB0151EN,nosql,3
2311,127,DB0151EN,offering,1
2312,127,DB0151EN,pointing,1
2313,127,DB0151EN,querying,1
2314,127,DB0151EN,replicating,1
2315,127,DB0151EN,resources,1
2316,127,DB0151EN,sign,1
2317,127,DB0151EN,tutorials,1
2318,127,DB0151EN,we‚,1
2319,128,CO0302EN,use,2
2320,128,CO0302EN,course,1
2321,128,CO0302EN,deploy,1
2322,128,CO0302EN,including,1
2323,128,CO0302EN,test,1
2324,128,CO0302EN,advanced,2
2325,128,CO0302EN,topics,1
2326,128,CO0302EN,kubernetes,1
2327,128,CO0302EN,operators,3
2328,128,CO0302EN,operator,2
2329,128,CO0302EN,covers,1
2330,128,CO0302EN,lifecycle,1
2331,128,CO0302EN,manager,1
2332,128,CO0302EN,reconciliation,1
2333,128,CO0302EN,scorecard,1
2334,128,CO0302EN,upgrade,1
2335,129,GPXX0T0FEN,cloud,1
2336,129,GPXX0T0FEN,learn,1
2337,129,GPXX0T0FEN,based,1
2338,129,GPXX0T0FEN,deploy,1
2339,129,GPXX0T0FEN,ibm,1
2340,129,GPXX0T0FEN,processing,1
2341,129,GPXX0T0FEN,computing,1
2342,129,GPXX0T0FEN,application,1
2343,129,GPXX0T0FEN,open,1
2344,129,GPXX0T0FEN,project,2
2345,129,GPXX0T0FEN,source,1
2346,129,GPXX0T0FEN,serverless,3
2347,129,GPXX0T0FEN,engine,1
2348,129,GPXX0T0FEN,environment,1
2349,129,GPXX0T0FEN,practice,1
2350,129,GPXX0T0FEN,image,1
2351,129,GPXX0T0FEN,real,1
2352,129,GPXX0T0FEN,projects,1
2353,129,GPXX0T0FEN,kubernetes,1
2354,129,GPXX0T0FEN,app,1
2355,129,GPXX0T0FEN,code,1
2356,129,GPXX0T0FEN,deploying,1
2357,129,GPXX0T0FEN,knative,1
2358,129,GPXX0T0FEN,powered,1
2359,130,DS0107,data,2
2360,130,DS0107,science,2
2361,130,DS0107,career,2
2362,130,DS0107,talks,2
2363,131,DS0110EN,data,4
2364,131,DS0110EN,open,2
2365,131,DS0110EN,science,2
2366,132,DX0107EN,data,2
2367,132,DX0107EN,bootcamp,2
2368,132,DX0107EN,science,2
2369,132,DX0107EN,university,2
2370,132,DX0107EN,professors,2
2371,132,DX0107EN,python,2
2372,133,DS0321EN,course,1
2373,133,DS0321EN,introduction,1
2374,133,DS0321EN,welcome,1
2375,133,DS0321EN,bitcoin,2
2376,133,DS0321EN,greetings,1
2377,134,DS0105EN,data,3
2378,134,DS0105EN,learn,1
2379,134,DS0105EN,use,1
2380,134,DS0105EN,course,1
2381,134,DS0105EN,including,1
2382,134,DS0105EN,popular,1
2383,134,DS0105EN,apache,1
2384,134,DS0105EN,open,1
2385,134,DS0105EN,science,2
2386,134,DS0105EN,hands,1
2387,134,DS0105EN,source,1
2388,134,DS0105EN,tools,3
2389,134,DS0105EN,ide,1
2390,134,DS0105EN,jupyter,1
2391,134,DS0105EN,notebooks,1
2392,134,DS0105EN,rstudio,1
2393,134,DS0105EN,scientists,1
2394,134,DS0105EN,zeppelin,1
2395,135,DS0103EN,coming,1
2396,135,DS0103EN,data,2
2397,135,DS0103EN,use,1
2398,135,DS0103EN,one,1
2399,135,DS0103EN,science,2
2400,135,DS0103EN,get,1
2401,135,DS0103EN,line,1
2402,135,DS0103EN,lab,1
2403,135,DS0103EN,methodology,1
2404,135,DS0103EN,predicting,1
2405,135,DS0103EN,making,1
2406,135,DS0103EN,beakers,1
2407,135,DS0103EN,calculator‚wait,1
2408,135,DS0103EN,coat,1
2409,135,DS0103EN,determining,1
2410,135,DS0103EN,emerging,1
2411,135,DS0103EN,grab,1
2412,135,DS0103EN,methodologies,1
2413,135,DS0103EN,passed,1
2414,135,DS0103EN,path,1
2415,135,DS0103EN,pocket,1
2416,135,DS0103EN,wave,1
2417,135,DS0103EN,waves,1
2418,135,DS0103EN,wrong,1
2419,136,GPXX0I4FEN,learn,1
2420,136,GPXX0I4FEN,microservices,2
2421,136,GPXX0I4FEN,reactive,3
2422,136,GPXX0I4FEN,using,2
2423,136,GPXX0I4FEN,creating,1
2424,136,GPXX0I4FEN,java,2
2425,136,GPXX0I4FEN,microprofile,2
2426,136,GPXX0I4FEN,write,1
2427,136,GPXX0I4FEN,messaging,2
2428,136,GPXX0I4FEN,asynchronous,1
2429,137,GPXX06KEEN,build,2
2430,137,GPXX06KEEN,power,1
2431,137,GPXX06KEEN,project,1
2432,137,GPXX06KEEN,smart,2
2433,137,GPXX06KEEN,applications,1
2434,137,GPXX06KEEN,leverage,1
2435,137,GPXX06KEEN,great,1
2436,137,GPXX06KEEN,essential,1
2437,137,GPXX06KEEN,feature,1
2438,137,GPXX06KEEN,form,2
2439,137,GPXX06KEEN,scratch,1
2440,137,GPXX06KEEN,search,3
2441,137,GPXX06KEEN,share,1
2442,138,GPXX0YBFEN,restful,2
2443,138,GPXX0YBFEN,using,2
2444,138,GPXX0YBFEN,document,1
2445,138,GPXX0YBFEN,microprofile,2
2446,138,GPXX0YBFEN,apis,2
2447,138,GPXX0YBFEN,code,1
2448,138,GPXX0YBFEN,files,1
2449,138,GPXX0YBFEN,documenting,1
2450,138,GPXX0YBFEN,openapi,2
2451,138,GPXX0YBFEN,static,1
2452,139,LB0109ENv1,reactive,2
2453,139,LB0109ENv1,distributed,2
2454,139,LB0109ENv1,architecture,2
2455,139,LB0109ENv1,messaging,2
2456,139,LB0109ENv1,patterns,2
2457,140,GPXX0KHHEN,data,1
2458,140,GPXX0KHHEN,learn,1
2459,140,GPXX0KHHEN,use,1
2460,140,GPXX0KHHEN,classification,2
2461,140,GPXX0KHHEN,images,1
2462,140,GPXX0KHHEN,science,1
2463,140,GPXX0KHHEN,basic,1
2464,140,GPXX0KHHEN,methods,1
2465,140,GPXX0KHHEN,lab,1
2466,140,GPXX0KHHEN,land,1
2467,140,GPXX0KHHEN,agriculture,1
2468,140,GPXX0KHHEN,transformation,1
2469,141,LB0111EN,reactive,2
2470,141,LB0111EN,architecture,2
2471,141,LB0111EN,cqrs,2
2472,141,LB0111EN,event,2
2473,141,LB0111EN,sourcing,2
2474,142,ML0115EN,deep,2
2475,142,ML0115EN,learning,2
2476,143,LB0105ENv1,use,1
2477,143,LB0105ENv1,course,1
2478,143,LB0105ENv1,system,1
2479,143,LB0105ENv1,microservices,3
2480,143,LB0105ENv1,reactive,6
2481,143,LB0105ENv1,architecture,1
2482,143,LB0105ENv1,show,1
2483,143,LB0105ENv1,journey,1
2484,143,LB0105ENv1,make,1
2485,143,LB0105ENv1,making,1
2486,143,LB0105ENv1,explore,1
2487,143,LB0105ENv1,difference,1
2488,143,LB0105ENv1,monoliths,1
2489,143,LB0105ENv1,talking,1
2490,143,LB0105ENv1,term,1
2491,144,LB0103ENv1,build,1
2492,144,LB0103ENv1,course,1
2493,144,LB0103ENv1,systems,2
2494,144,LB0103ENv1,reactive,3
2495,144,LB0103ENv1,used,1
2496,144,LB0103ENv1,architecture,1
2497,144,LB0103ENv1,explain,1
2498,144,LB0103ENv1,introduce,1
2499,144,LB0103ENv1,core,1
2500,144,LB0103ENv1,domain,3
2501,144,LB0103ENv1,driven,3
2502,144,LB0103ENv1,design,3
2503,144,LB0103ENv1,elements,2
2504,144,LB0103ENv1,relate,1
2505,144,LB0103ENv1,technique,1
2506,145,IT0101EN,apps,1
2507,145,IT0101EN,build,1
2508,145,IT0101EN,learn,1
2509,145,IT0101EN,node,1
2510,145,IT0101EN,objects,1
2511,145,IT0101EN,program,1
2512,145,IT0101EN,recognize,1
2513,145,IT0101EN,red,1
2514,145,IT0101EN,robot,1
2515,145,IT0101EN,robots,1
2516,145,IT0101EN,use,1
2517,145,IT0101EN,want,1
2518,145,IT0101EN,using,1
2519,145,IT0101EN,control,1
2520,145,IT0101EN,simple,2
2521,145,IT0101EN,building,1
2522,145,IT0101EN,move,1
2523,145,IT0101EN,js,1
2524,145,IT0101EN,purchase,1
2525,145,IT0101EN,arm,1
2526,145,IT0101EN,flash,1
2527,145,IT0101EN,light,1
2528,145,IT0101EN,simulator,1
2529,145,IT0101EN,speak,1
2530,145,IT0101EN,tjbot,4
2531,146,CC0250EN,cloud,5
2532,146,CC0250EN,learn,2
2533,146,CC0250EN,want,1
2534,146,CC0250EN,course,2
2535,146,CC0250EN,provides,1
2536,146,CC0250EN,application,1
2537,146,CC0250EN,native,4
2538,146,CC0250EN,development,1
2539,146,CC0250EN,work,1
2540,146,CC0250EN,concepts,1
2541,146,CC0250EN,introduces,1
2542,146,CC0250EN,applications,2
2543,146,CC0250EN,everyone,1
2544,146,CC0250EN,building,2
2545,146,CC0250EN,make,1
2546,146,CC0250EN,projects,3
2547,146,CC0250EN,information,1
2548,146,CC0250EN,interest,1
2549,146,CC0250EN,administrators,1
2550,146,CC0250EN,anyone,1
2551,146,CC0250EN,decisions,1
2552,146,CC0250EN,delivering,1
2553,146,CC0250EN,devops,1
2554,146,CC0250EN,engineering,1
2555,146,CC0250EN,enterprise,1
2556,146,CC0250EN,environments,2
2557,146,CC0250EN,informed,1
2558,146,CC0250EN,legacy,1
2559,146,CC0250EN,migrating,1
2560,146,CC0250EN,migration,1
2561,146,CC0250EN,modernization,2
2562,146,CC0250EN,modernizing,1
2563,146,CC0250EN,multicloud,3
2564,146,CC0250EN,related,1
2565,146,CC0250EN,wants,1
2566,147,BD0101EN,data,3
2567,147,BD0101EN,learn,1
2568,147,BD0101EN,course,1
2569,147,BD0101EN,apache,1
2570,147,BD0101EN,big,7
2571,147,BD0101EN,used,1
2572,147,BD0101EN,hadoop,1
2573,147,BD0101EN,see,1
2574,147,BD0101EN,picture,1
2575,147,BD0101EN,discussions,1
2576,147,BD0101EN,matter,1
2577,147,BD0101EN,terminology,1
2578,148,EE0101EN,cloud,1
2579,148,EE0101EN,learn,1
2580,148,EE0101EN,take,1
2581,148,EE0101EN,course,1
2582,148,EE0101EN,ibm,1
2583,148,EE0101EN,computing,1
2584,148,EE0101EN,run,1
2585,148,EE0101EN,native,1
2586,148,EE0101EN,java,1
2587,148,EE0101EN,existing,1
2588,148,EE0101EN,tools,1
2589,148,EE0101EN,applications,2
2590,148,EE0101EN,understanding,1
2591,148,EE0101EN,update,1
2592,148,EE0101EN,level,1
2593,148,EE0101EN,available,1
2594,148,EE0101EN,ee,1
2595,148,EE0101EN,techniques,1
2596,148,EE0101EN,complete,1
2597,148,EE0101EN,migration,1
2598,148,EE0101EN,modernization,1
2599,148,EE0101EN,modernizing,1
2600,148,EE0101EN,badge,1
2601,148,EE0101EN,earn,1
2602,148,EE0101EN,options,1
2603,148,EE0101EN,platforms,1
2604,149,GPXX04P5EN,data,1
2605,149,GPXX04P5EN,learn,1
2606,149,GPXX04P5EN,network,1
2607,149,GPXX04P5EN,networks,1
2608,149,GPXX04P5EN,neural,2
2609,149,GPXX04P5EN,using,2
2610,149,GPXX04P5EN,science,1
2611,149,GPXX04P5EN,basic,1
2612,149,GPXX04P5EN,methods,1
2613,149,GPXX04P5EN,lab,1
2614,149,GPXX04P5EN,linear,1
2615,149,GPXX04P5EN,prognostication,1
2616,149,GPXX04P5EN,agriculture,1
2617,149,GPXX04P5EN,forecasting,1
2618,149,GPXX04P5EN,regression,1
2619,150,CO0101EN,create,1
2620,150,CO0101EN,developer,1
2621,150,CO0101EN,learn,2
2622,150,CO0101EN,use,1
2623,150,CO0101EN,problems,1
2624,150,CO0101EN,run,2
2625,150,CO0101EN,introduction,1
2626,150,CO0101EN,containers,2
2627,150,CO0101EN,docker,2
2628,150,CO0101EN,container,1
2629,150,CO0101EN,essentials,1
2630,150,CO0101EN,service,1
2631,150,CO0101EN,applications,1
2632,150,CO0101EN,solve,1
2633,150,CO0101EN,orchestration,1
2634,150,CO0101EN,reconciliation,1
2635,150,CO0101EN,availability,1
2636,150,CO0101EN,discovery,1
2637,150,CO0101EN,high,1
2638,150,CO0101EN,production,1
2639,151,ML0122ENv3,learn,1
2640,151,ML0122ENv3,use,1
2641,151,ML0122ENv3,accelerated,1
2642,151,ML0122ENv3,accelerating,1
2643,151,ML0122ENv3,complex,1
2644,151,ML0122ENv3,course,1
2645,151,ML0122ENv3,datasets,1
2646,151,ML0122ENv3,deep,3
2647,151,ML0122ENv3,gpu,1
2648,151,ML0122ENv3,hardware,1
2649,151,ML0122ENv3,large,1
2650,151,ML0122ENv3,learning,3
2651,151,ML0122ENv3,models,1
2652,151,ML0122ENv3,overcome,1
2653,151,ML0122ENv3,problem,1
2654,151,ML0122ENv3,scalability,1
2655,151,ML0122ENv3,takes,1
2656,151,ML0122ENv3,time,1
2657,151,ML0122ENv3,training,1
2658,151,ML0122ENv3,gpus,1
2659,152,LB0107ENv1,systems,2
2660,152,LB0107ENv1,reactive,2
2661,152,LB0107ENv1,architecture,2
2662,152,LB0107ENv1,building,2
2663,152,LB0107ENv1,scalable,2
2664,153,CB0101EN,build,2
2665,153,CB0101EN,learn,1
2666,153,CB0101EN,watson,1
2667,153,CB0101EN,deploy,1
2668,153,CB0101EN,real,1
2669,153,CB0101EN,code,1
2670,153,CB0101EN,write,1
2671,153,CB0101EN,assistant,1
2672,153,CB0101EN,chatbot,1
2673,153,CB0101EN,chatbots,2
2674,153,CB0101EN,five,1
2675,153,CB0101EN,leveraging,1
2676,153,CB0101EN,minutes,1
2677,153,CB0101EN,site,1
2678,154,GPXX0PG8EN,data,2
2679,154,GPXX0PG8EN,learn,1
2680,154,GPXX0PG8EN,analysis,2
2681,154,GPXX0PG8EN,science,1
2682,154,GPXX0PG8EN,basic,2
2683,154,GPXX0PG8EN,lab,1
2684,154,GPXX0PG8EN,perform,1
2685,154,GPXX0PG8EN,statistical,2
2686,154,GPXX0PG8EN,download,1
2687,154,GPXX0PG8EN,visualize,1
2688,154,GPXX0PG8EN,agriculture,1
2689,154,GPXX0PG8EN,display,1
2690,154,GPXX0PG8EN,dynamic,1
2691,154,GPXX0PG8EN,geo,1
2692,154,GPXX0PG8EN,maps,1
2693,154,GPXX0PG8EN,visualisation,1
2694,155,ML0101EN,take,1
2695,155,ML0101EN,benefit,1
2696,155,ML0101EN,learning,2
2697,155,ML0101EN,machine,2
2698,155,ML0101EN,python,1
2699,155,ML0101EN,common,1
2700,155,ML0101EN,see,1
2701,155,ML0101EN,tool,1
2702,155,ML0101EN,predicting,1
2703,155,ML0101EN,magic,1
2704,155,ML0101EN,opportunity,1
2705,155,ML0101EN,‚,3
2706,155,ML0101EN,make,1
2707,155,ML0101EN,experience,1
2708,155,ML0101EN,ball,1
2709,155,ML0101EN,beneficial,1
2710,155,ML0101EN,bit,1
2711,155,ML0101EN,blue,1
2712,155,ML0101EN,certain,1
2713,155,ML0101EN,die,1
2714,155,ML0101EN,eight,1
2715,155,ML0101EN,future,1
2716,155,ML0101EN,hazy,1
2717,155,ML0101EN,indicator,1
2718,155,ML0101EN,oil,1
2719,155,ML0101EN,phrases,1
2720,155,ML0101EN,point,1
2721,155,ML0101EN,predictions,1
2722,155,ML0101EN,rely,1
2723,155,ML0101EN,reply,1
2724,155,ML0101EN,room,1
2725,155,ML0101EN,shelf,1
2726,155,ML0101EN,signs,1
2727,155,ML0101EN,trends,1
2728,155,ML0101EN,try,1
2729,155,ML0101EN,yes,1
2730,156,CB0103EN,build,2
2731,156,CB0103EN,watson,1
2732,156,CB0103EN,deploy,1
2733,156,CB0103EN,real,1
2734,156,CB0103EN,code,1
2735,156,CB0103EN,write,1
2736,156,CB0103EN,assistant,1
2737,156,CB0103EN,chatbot,2
2738,156,CB0103EN,chatbots,1
2739,156,CB0103EN,five,1
2740,156,CB0103EN,leveraging,1
2741,156,CB0103EN,minutes,1
2742,156,CB0103EN,site,1
2743,157,ML0109EN,learning,2
2744,157,ML0109EN,machine,2
2745,157,ML0109EN,dimensionality,2
2746,157,ML0109EN,reduction,2
2747,158,ML0101ENv3,course,1
2748,158,ML0101ENv3,learning,4
2749,158,ML0101ENv3,machine,3
2750,158,ML0101ENv3,need,1
2751,158,ML0101ENv3,get,1
2752,158,ML0101ENv3,started,1
2753,158,ML0101ENv3,python,2
2754,158,ML0101ENv3,tool,1
2755,158,ML0101ENv3,tools,1
2756,158,ML0101ENv3,predict,1
2757,158,ML0101ENv3,free,1
2758,158,ML0101ENv3,hidden,1
2759,158,ML0101ENv3,insights,1
2760,158,ML0101ENv3,beneficial,1
2761,158,ML0101ENv3,future,1
2762,158,ML0101ENv3,trends,1
2763,158,ML0101ENv3,give,1
2764,158,ML0101ENv3,supervised,1
2765,158,ML0101ENv3,unsupervised,1
2766,159,GPXX0M7ZEN,consuming,1
2767,159,GPXX0M7ZEN,restful,2
2768,159,GPXX0M7ZEN,using,2
2769,159,GPXX0M7ZEN,service,2
2770,159,GPXX0M7ZEN,access,1
2771,159,GPXX0M7ZEN,java,2
2772,159,GPXX0M7ZEN,json,4
2773,159,GPXX0M7ZEN,web,2
2774,159,GPXX0M7ZEN,simple,1
2775,159,GPXX0M7ZEN,resources,1
2776,159,GPXX0M7ZEN,b,2
2777,159,GPXX0M7ZEN,consume,1
2778,159,GPXX0M7ZEN,p,2
2779,160,CC0121EN,cloud,2
2780,160,CC0121EN,learn,1
2781,160,CC0121EN,services,3
2782,160,CC0121EN,ibm,2
2783,160,CC0121EN,introduction,1
2784,160,CC0121EN,customer,1
2785,160,CC0121EN,financial,3
2786,160,CC0121EN,benefits,1
2787,160,CC0121EN,challenges,1
2788,160,CC0121EN,issues,1
2789,160,CC0121EN,market,1
2790,160,CC0121EN,segment,1
2791,160,CC0121EN,target,1
2792,161,DA0101EN,data,3
2793,161,DA0101EN,learn,1
2794,161,DA0101EN,course,1
2795,161,DA0101EN,analysis,1
2796,161,DA0101EN,basic,1
2797,161,DA0101EN,dataset,1
2798,161,DA0101EN,python,1
2799,161,DA0101EN,acquisition,1
2800,161,DA0101EN,insight,1
2801,161,DA0101EN,obtain,1
2802,162,GPXX07UGEN,learn,1
2803,162,GPXX07UGEN,microservices,2
2804,162,GPXX07UGEN,reactive,2
2805,162,GPXX07UGEN,using,2
2806,162,GPXX07UGEN,framework,1
2807,162,GPXX07UGEN,test,1
2808,162,GPXX07UGEN,testing,3
2809,162,GPXX07UGEN,true,1
2810,162,GPXX07UGEN,java,2
2811,162,GPXX07UGEN,microshed,2
2812,162,GPXX07UGEN,environments,1
2813,162,GPXX07UGEN,production,1
2814,163,GPXX0QU9EN,learn,1
2815,163,GPXX0QU9EN,microservices,2
2816,163,GPXX0QU9EN,using,1
2817,163,GPXX0QU9EN,java,1
2818,163,GPXX0QU9EN,microprofile,1
2819,163,GPXX0QU9EN,health,3
2820,163,GPXX0QU9EN,kubernetes,2
2821,163,GPXX0QU9EN,check,2
2822,163,GPXX0QU9EN,checking,1
2823,163,GPXX0QU9EN,endpoints,1
2824,163,GPXX0QU9EN,inspect,1
2825,163,GPXX0QU9EN,liveness,2
2826,163,GPXX0QU9EN,probes,2
2827,163,GPXX0QU9EN,readiness,2
2828,163,GPXX0QU9EN,setting,1
2829,164,SC0101EN,data,4
2830,164,SC0101EN,course,2
2831,164,SC0101EN,designed,1
2832,164,SC0101EN,science,3
2833,164,SC0101EN,development,1
2834,164,SC0101EN,fundamentals,1
2835,164,SC0101EN,good,1
2836,164,SC0101EN,understanding,1
2837,164,SC0101EN,scala,5
2838,164,SC0101EN,language,1
2839,164,SC0101EN,programming,2
2840,164,SC0101EN,knowledge,1
2841,164,SC0101EN,advanced,1
2842,164,SC0101EN,students,1
2843,164,SC0101EN,experience,1
2844,164,SC0101EN,process,1
2845,164,SC0101EN,features,1
2846,164,SC0101EN,tasks,1
2847,164,SC0101EN,previous,1
2848,164,SC0101EN,start,1
2849,164,SC0101EN,give,1
2850,164,SC0101EN,appreciation,1
2851,164,SC0101EN,assumed,1
2852,164,SC0101EN,curricula,1
2853,164,SC0101EN,developers,1
2854,164,SC0101EN,ensures,1
2855,164,SC0101EN,experienced,1
2856,164,SC0101EN,know¬≠how,1
2857,164,SC0101EN,solid,1
2858,164,SC0101EN,tooling,1
2859,164,SC0101EN,typesafe,1
2860,164,SC0101EN,useful,1
2861,165,GPXX0QTEEN,microservices,1
2862,165,GPXX0QTEEN,using,1
2863,165,GPXX0QTEEN,eclipse,1
2864,165,GPXX0QTEEN,java,1
2865,165,GPXX0QTEEN,microprofile,2
2866,165,GPXX0QTEEN,microservice,1
2867,165,GPXX0QTEEN,health,4
2868,165,GPXX0QTEEN,explore,1
2869,165,GPXX0QTEEN,check,2
2870,165,GPXX0QTEEN,checking,1
2871,165,GPXX0QTEEN,report,1
2872,166,GPXX0WTIEN,learn,1
2873,166,GPXX0WTIEN,including,1
2874,166,GPXX0WTIEN,learning,1
2875,166,GPXX0WTIEN,machine,1
2876,166,GPXX0WTIEN,guided,1
2877,166,GPXX0WTIEN,project,1
2878,166,GPXX0WTIEN,python,2
2879,166,GPXX0WTIEN,image,2
2880,166,GPXX0WTIEN,recognition,1
2881,166,GPXX0WTIEN,model,3
