,COURSE_ID,TITLE,Database,Python,CloudComputing,DataAnalysis,Containers,MachineLearning,ComputerVision,DataScience,BigData,Chatbot,R,BackendDev,FrontendDev,Blockchain
270,excourse57,deep learning in computer vision,0,0,0,0,0,1,1,0,0,0,0,0,0,0
271,excourse58,computer vision basics,0,0,0,0,0,1,1,0,0,0,0,0,0,0
272,excourse59,fundamentals of digital image and video processing,0,0,0,0,0,1,1,0,0,0,0,0,0,0
273,excourse60,introduction to tensorflow for artificial intelligence  machine learning  and deep learning,0,0,0,0,0,1,0,0,0,0,0,0,0,0
274,excourse61,convolutional neural networks in tensorflow,0,0,0,0,0,1,1,0,0,0,0,0,0,0
275,excourse62,introduction to data science in python,0,1,0,0,0,0,0,1,0,0,0,0,0,0
276,excourse63,a crash course in data science,0,0,0,0,0,0,0,1,0,0,0,0,0,0
277,excourse64,data science in real life,0,0,0,0,0,0,0,1,0,0,0,0,0,0
278,excourse65,data science fundamentals for data analysts,0,0,0,1,0,0,0,1,0,0,0,0,0,0
279,excourse66,executive data science capstone,0,0,0,0,0,0,0,1,0,0,0,0,0,0
280,excourse67,introduction to big data,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281,excourse68,big data modeling and management systems,0,0,0,0,0,0,0,0,1,0,0,0,0,0
282,excourse69,machine learning with big data,0,0,0,0,0,1,0,0,1,0,0,0,0,0
283,excourse70,big data   capstone project,1,0,0,0,0,0,0,0,1,0,0,0,0,0
284,excourse71,big data essentials  hdfs  mapreduce and spark rdd,1,0,0,0,0,0,0,0,1,0,0,0,0,0
285,excourse72,foundations for big data analysis with sql,1,0,0,1,0,0,0,0,1,0,0,0,0,0
286,excourse73,analyzing big data with sql,1,0,0,1,0,0,0,0,1,0,0,0,0,0
287,excourse74,fundamentals of big data,0,0,0,0,0,0,0,0,1,0,0,0,0,0
288,excourse75,hadoop platform and application framework,0,0,0,0,0,0,0,0,1,0,0,1,0,0
289,excourse76,working with big data,0,0,0,0,0,0,0,0,1,0,0,0,0,0
290,excourse77,natural language processing with attention models,0,0,0,0,0,1,0,0,0,0,0,0,0,0
291,excourse78,natural language processing with sequence models,0,0,0,0,0,1,0,0,0,0,0,0,0,0
292,excourse79,natural language processing with probabilistic models,0,0,0,0,0,1,0,0,0,0,0,0,0,0
293,excourse80,r programming,0,0,0,0,0,0,0,0,0,0,1,0,0,0
294,excourse81,data analysis with r programming,0,0,0,0,0,0,0,0,0,0,1,0,0,0
295,excourse82,getting started with data visualization in r,0,0,0,1,0,0,0,0,0,0,1,0,0,0
296,excourse83,introduction to probability and data with r,0,0,0,1,0,0,0,0,0,0,1,0,0,0
297,excourse84,using r for regression and machine learning in investment ,0,0,0,1,0,0,0,0,0,0,1,0,0,0
298,excourse85,data visualization in r with ggplot2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
299,excourse86,the r programming environment,0,0,0,0,0,0,0,0,0,0,1,0,0,0
300,excourse87,html  css  and javascript for web developers,0,0,0,0,0,0,0,0,0,0,0,0,1,0
301,excourse88,javascript basics,0,0,0,0,0,0,0,0,0,0,0,1,1,0
302,excourse89,javascript  jquery  and json,0,0,0,0,0,0,0,0,0,0,0,1,1,0
303,excourse90,programming foundations with javascript  html and css,0,0,0,0,0,0,0,0,0,0,0,1,1,0
304,excourse91,front end web development with react,0,0,0,0,0,0,0,0,0,0,0,0,1,0
305,excourse92,introduction to web development,0,0,0,0,0,0,0,0,0,0,0,1,1,0
306,excourse93,interactivity with javascript and jquery,0,0,0,0,0,0,0,0,0,0,0,1,1,0
